repo_name,build_tool,path,instruction_missed,instruction_covered,branch_missed,branch_covered,line_missed,line_covered,complexity_missed,complexity_covered,method_missed,method_covered
micronaut-projects/micronaut-security,gradle,"micronaut-projects_micronaut-security/security-ldap
",150,955,33,45,50,273,42,103,14,92
allegro/hermes,gradle,"allegro_hermes/hermes-metrics
",73,288,0,0,12,67,12,29,12,29
netflix/spectator,gradle,"tflix_spectator/spectator-web-spring
",493,1099,58,124,79,243,91,107,43,64
javers/javers,gradle,"javers_javers/javers-persistence-mongo
",112,1460,13,101,17,275,16,116,4,71
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-circuitbreaker
",257,4726,26,182,64,1091,64,455,40,375
odpi/egeria,gradle,"i_egeria/open-metadata-resources/open-metadata-archives/open-metadata-types
",1182,61321,46,1,268,18150,112,1102,87,1102
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-classloader
",2424,1640,156,74,461,377,309,126,220,100
allegro/hermes,gradle,"allegro_hermes/hermes-api
",5923,2049,548,105,1069,451,715,219,423,184
allegro/hermes,gradle,"allegro_hermes/hermes-frontend
",6441,2976,248,102,1491,604,559,234,423,193
consensys/teku,gradle,"ys_teku/infrastructure/time
",32,63,0,10,9,13,7,10,7,5
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-all
",188,602,0,0,50,158,26,88,26,88
javers/javers,gradle,"javers_javers/javers-spring-boot-starter-sql
",34,196,8,2,9,62,6,29,1,29
netflix/zuul,gradle,"tflix_zuul/zuul-groovy
",377,184,66,2,48,42,46,20,13,19
hyperledger/besu,gradle,"hyperledger_besu/evm
",13906,1955,950,45,3329,400,1399,118,913,106
line/line-bot-sdk-java,gradle,"ine_line-bot-sdk-java/line-bot-model
",1256,4066,15,57,256,677,116,187,101,165
palantir/gradle-graal,gradle,"alantir_gradle-graal
",1698,484,86,26,369,88,151,30,100,20
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/bpm/bonita-client
",718,922,41,57,182,216,73,76,45,53
netflix/zuul,gradle,"tflix_zuul/zuul-guice
",22,206,1,9,3,47,1,15,0,11
consensys/teku,gradle,"ys_teku/validator/remote
",705,1627,24,29,192,343,75,120,59,109
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/bpm/bonita-core/bonita-category
",1338,341,64,8,228,85,142,28,110,24
hyperledger/besu,gradle,"hyperledger_besu/ethereum/rlp
",889,1751,83,139,175,379,92,144,34,89
line/line-bot-sdk-java,gradle,"ine_line-bot-sdk-java/line-bot-parser
",26,109,7,13,2,28,7,10,0,7
jenkinsci/mesos-plugin,gradle,"jenkinsci_mesos-plugin
",2015,1345,120,68,522,374,209,119,136,97
hibernate/hibernate-reactive,gradle,"hibernate_hibernate-reactive/hibernate-reactive-core
",40934,6077,3585,256,8828,1394,4753,637,2870,571
consensys/teku,gradle,"ys_teku/teku
",4151,3908,209,134,1093,1085,337,338,214,286
consensys/teku,gradle,"ys_teku/storage
",3405,12138,270,423,748,2863,489,1016,302,852
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/bpm/bonita-core/bonita-process-definition
",9229,3917,991,220,2097,853,1077,332,540,253
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-scheduler
",2196,2975,217,139,316,739,284,244,158,191
javers/javers,gradle,"javers_javers/javers-spring-boot-starter-mongo
",103,302,13,15,22,84,18,40,8,36
allegro/hermes,gradle,"allegro_hermes/hermes-management
",12585,5911,350,248,3119,1282,1517,546,1312,450
consensys/teku,gradle,"ys_teku/infrastructure/unsigned
",38,565,3,71,10,105,9,92,6,58
hyperledger/besu,gradle,"hyperledger_besu/util
",990,331,150,28,256,83,132,45,54,34
wiremock/wiremock,gradle,"wiremock_wiremock
",5106,39874,561,2444,1154,8967,959,4171,472,3146
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-cache
",1182,103,114,8,288,28,114,6,54,5
javers/javers,gradle,"javers_javers/javers-persistence-sql
",1273,4587,99,137,192,932,120,373,55,320
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-circularbuffer
",16,522,3,35,5,123,3,49,0,33
micronaut-projects/micronaut-security,gradle,"micronaut-projects_micronaut-security/security-oauth2
",4860,4255,375,179,1144,1023,684,419,448,378
consensys/teku,gradle,"ys_teku/infrastructure/subscribers
",32,176,5,5,7,51,6,21,3,19
allegro/hermes,gradle,"allegro_hermes/hermes-mock
",78,1085,4,8,20,245,13,115,9,113
awslabs/smithy,gradle,"awslabs_smithy/smithy-aws-cloudformation
",577,2459,22,106,177,540,93,182,73,138
awslabs/smithy,gradle,"awslabs_smithy/smithy-aws-cloudformation-traits
",139,1484,9,81,37,335,22,145,14,108
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-core
",636,2287,48,82,172,539,115,264,78,235
netflix/spectator,gradle,"tflix_spectator/spectator-ext-sandbox
",723,1714,65,89,168,379,113,125,66,95
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-business-data/bonita-business-data-generator
",191,4026,43,264,46,859,48,277,10,161
zaproxy/zap-hud,gradle,"zaproxy_zap-hud
",6982,234,545,16,1748,58,624,15,343,10
consensys/teku,gradle,"ys_teku/infrastructure/exceptions
",18,42,0,0,7,16,4,6,4,6
micronaut-projects/micronaut-security,gradle,"micronaut-projects_micronaut-security/security-session
",42,161,4,4,15,39,7,14,4,13
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-client
",35970,26019,1774,726,7066,4473,3112,1213,2089,975
hyperledger/besu,gradle,"hyperledger_besu/plugins/rocksdb
",599,1444,52,35,180,389,57,113,23,103
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-platform-authentication
",86,70,3,7,30,21,15,8,12,6
consensys/teku,gradle,"ys_teku/bls
",693,1486,74,96,158,385,94,189,43,155
neo4j-contrib/neo4j-apoc-procedures,gradle,"4j-contrib_neo4j-apoc-procedures/test-startup
",0,0,0,0,0,0,0,0,0,0
odpi/egeria,gradle,"i_egeria/open-metadata-resources/open-metadata-archives/design-model-archives/cloud-information-model
",2812,0,266,0,739,0,252,0,119,0
consensys/teku,gradle,"ys_teku/data/beaconrestapi
",2410,3995,105,99,573,1019,196,294,136,252
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-persistence
",5139,2561,579,168,1096,620,629,212,315,142
consensys/teku,gradle,"ys_teku/ethereum/core
",106,493,1,5,22,123,17,44,16,42
zalando/nakadi,gradle,"zalando_nakadi/api-publishing
",52,289,5,16,8,67,8,18,3,12
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-events
",285,235,29,31,81,69,45,26,25,15
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-cli
",470,1374,52,98,108,331,59,101,19,66
zalando/nakadi,gradle,"zalando_nakadi/core-common
",12088,6727,762,490,3068,1522,1438,581,971,406
eclipse/lsp4j,gradle,"ipse_lsp4j/org.eclipse.lsp4j.websocket
",46,205,4,10,10,58,6,17,2,14
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-connector-executor
",359,487,28,8,64,124,37,29,20,28
consensys/teku,gradle,"ys_teku/fuzz
",27,619,3,11,15,161,3,56,0,52
netflix/conductor,gradle,"tflix_conductor/grpc-server
",1062,431,27,17,342,120,70,25,55,18
hyperledger/besu,gradle,"hyperledger_besu/ethereum/api
",5493,35073,676,1540,1232,8172,848,2781,307,2180
awslabs/smithy,gradle,"awslabs_smithy/smithy-jsonschema
",468,3860,35,223,62,815,69,359,35,241
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/platform/platform-setup
",421,1884,21,97,109,457,57,157,38,117
hyperledger/besu,gradle,"hyperledger_besu/ethereum/evmtool
",1987,433,81,20,470,113,213,16,166,12
netflix/astyanax,gradle,"tflix_astyanax/astyanax-test
",16501,160,744,0,3691,40,738,7,366,7
web3j/web3j,gradle,"web3j_web3j/eea
",105,588,4,14,19,135,17,53,13,48
netflix/conductor,gradle,"tflix_conductor/redis-persistence
",6561,6517,141,129,1011,1085,689,465,596,423
netflix/spectator,gradle,"tflix_spectator/spectator-ext-log4j1
",3,257,2,13,1,52,3,19,1,10
consensys/teku,gradle,"ys_teku/services/beaconchain
",2176,1096,61,67,510,274,125,75,92,44
hyperledger/besu,gradle,"hyperledger_besu/errorprone-checks
",11,423,13,65,4,93,13,56,0,30
fisco-bcos/web3sdk,gradle,"fisco-bcos_web3sdk
",110211,48062,8011,1049,23415,9120,10562,2218,5764,1698
awslabs/smithy,gradle,"awslabs_smithy/smithy-linters
",33,1939,5,79,5,351,6,178,1,141
hyperledger/besu,gradle,"hyperledger_besu/consensus/ibft
",1162,3797,91,228,297,1045,148,346,73,257
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/platform/platform-resources
",3019,712,161,40,707,136,265,68,178,53
naver/ngrinder,gradle,"aver_ngrinder/ngrinder-controller
",14325,16789,1083,729,2891,3510,1385,1206,691,994
netflix/conductor,gradle,"tflix_conductor/zookeeper-lock
",132,105,6,4,39,30,19,6,14,6
embulk/embulk,gradle,"mbulk_embulk/embulk-deps
",5640,2292,458,100,1197,522,462,142,210,105
baomidou/mybatis-plus,gradle,"baomidou_mybatis-plus/mybatis-plus-extension
",7894,2084,662,198,1601,483,877,160,510,97
googlemaps/google-maps-services-java,gradle,"googlemaps_google-maps-services-java
",4091,12991,440,435,816,2204,526,734,216,598
naver/ngrinder,gradle,"aver_ngrinder/ngrinder-groovy
",685,1149,77,51,167,283,92,95,43,80
consensys/teku,gradle,"ys_teku/protoarray
",595,1997,74,118,129,504,78,180,25,137
hyperledger/besu,gradle,"hyperledger_besu/datatypes
",342,31,20,0,90,8,45,4,35,4
oblac/jodd,gradle,"blac_jodd/jodd-vtor
",76,1520,5,157,30,450,17,248,13,171
netflix/spectator,gradle,"tflix_spectator/spectator-ext-ipcservlet
",26,318,6,22,7,83,6,24,0,16
baomidou/mybatis-plus,gradle,"baomidou_mybatis-plus/mybatis-plus-boot-starter-test
",14,50,3,4,1,13,3,9,0,8
netflix/conductor,gradle,"tflix_conductor/server
",51,7,4,0,14,2,5,2,3,2
hyperledger/besu,gradle,"hyperledger_besu/ethereum/p2p
",3145,15866,414,811,720,3751,524,1227,200,930
eclipse/lsp4j,gradle,"ipse_lsp4j/org.eclipse.lsp4j.websocket.jakarta
",41,205,4,10,10,58,6,17,2,14
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-api
",4628,1387,372,58,1070,296,633,139,437,120
consensys/teku,gradle,"ys_teku/ethereum/weaksubjectivity
",252,864,9,47,65,214,35,80,27,60
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-data-instance
",4595,1156,542,58,456,292,664,139,386,117
zalando/nakadi,gradle,"zalando_nakadi/app
",970,1789,47,43,245,405,78,133,50,116
eclipse/lsp4j,gradle,"ipse_lsp4j/org.eclipse.lsp4j
",37397,7161,6040,807,10248,1947,5847,542,2465,488
consensys/teku,gradle,"ys_teku/data/dataexchange
",319,1039,54,68,55,269,60,56,12,43
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-page
",1104,3066,128,206,118,582,169,259,76,185
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-platform-command
",887,111,78,8,169,28,104,6,62,5
consensys/teku,gradle,"ys_teku/beacon/validator
",488,3891,90,186,107,926,99,253,30,184
edumips64/edumips,gradle,"umips64_edumips64
",22465,24737,1764,1707,4529,5360,1708,1496,574,775
hyperledger/besu,gradle,"hyperledger_besu/crypto
",1259,4549,127,193,257,755,158,281,65,214
oblac/jodd,gradle,"blac_jodd/jodd-servlet
",4475,998,640,146,1244,298,656,111,310,64
naver/ngrinder,gradle,"aver_ngrinder/ngrinder-runtime
",12874,916,1174,111,3082,201,1300,62,682,37
web3j/web3j,gradle,"web3j_web3j/geth
",0,164,0,0,0,23,0,14,0,14
hyperledger/besu,gradle,"hyperledger_besu/ethereum/permissioning
",315,3552,47,267,80,917,71,326,26,209
netflix/spectator,gradle,"tflix_spectator/spectator-ext-ipc
",953,4885,94,392,197,952,129,387,48,214
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/bonita-integration-tests/bonita-integration-tests-client
",79721,316,9164,16,17813,90,7218,39,2594,35
netflix/conductor,gradle,"tflix_conductor/test-harness
",0,0,0,0,0,0,0,0,0,0
baomidou/mybatis-plus,gradle,"baomidou_mybatis-plus/mybatis-plus-boot-starter
",718,36,74,0,158,6,79,5,42,5
oblac/jodd,gradle,"blac_jodd/jodd-core
",3792,5965,401,577,925,1507,543,665,276,441
consensys/teku,gradle,"ys_teku/infrastructure/version
",225,145,74,20,71,35,47,12,3,9
hyperledger/besu,gradle,"hyperledger_besu/consensus/ibftlegacy
",118,977,25,30,45,252,31,78,8,66
embulk/embulk,gradle,"mbulk_embulk/embulk-core
",32510,1984,2389,173,7448,433,2860,164,1525,101
baomidou/mybatis-plus,gradle,"baomidou_mybatis-plus/mybatis-plus-core
",9316,11337,1142,726,1862,2019,1143,829,426,602
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/bonita-engine-standalone
",1074,953,136,34,174,203,178,70,101,60
netflix/spectator,gradle,"tflix_spectator/spectator-agent
",285,77,26,8,65,16,25,5,10,3
netflix/conductor,gradle,"tflix_conductor/rest
",611,386,38,0,136,93,56,60,37,60
netflix/spectator,gradle,"tflix_spectator/spectator-ext-jvm
",672,559,51,35,119,107,51,43,22,27
web3j/web3j,gradle,"web3j_web3j/crypto
",658,3992,110,256,143,856,120,282,31,188
hyperledger/besu,gradle,"hyperledger_besu/ethereum/mock-p2p
",107,342,6,6,26,73,24,22,18,22
awslabs/smithy,gradle,"awslabs_smithy/smithy-model
",3553,53763,458,3676,677,10663,696,5126,298,3381
hyperledger/besu,gradle,"hyperledger_besu/enclave
",1366,19,46,4,345,5,153,3,130,1
web3j/web3j,gradle,"web3j_web3j/abi
",2429,5113,264,395,728,1248,503,557,277,400
netflix/conductor,gradle,"tflix_conductor/grpc-client
",559,310,9,9,193,75,37,23,32,19
awslabs/smithy,gradle,"awslabs_smithy/smithy-jmespath
",603,6363,85,517,84,1150,110,503,35,239
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/adapters/open-connectors/repository-services-connectors/cohort-registry-store-connectors/cohort-registry-file-store-connector
",637,352,50,34,114,111,36,29,5,18
asciidoctor/asciidoctorj,gradle,"asciidoctor_asciidoctorj/asciidoctorj-documentation
",0,0,0,0,0,0,0,0,0,0
traccar/traccar,gradle,"traccar_traccar
",327294,107725,42703,7822,72843,23975,40416,4982,16762,1834
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/mariadb
",170,173,9,3,33,40,20,18,14,18
netflix/conductor,gradle,"tflix_conductor/core
",9176,14200,687,829,2013,3367,941,840,469,539
spring-projects/spring-statemachine,gradle,"ing-projects_spring-statemachine/spring-statemachine-recipes
",117,1453,35,99,44,366,48,118,17,82
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/gcloud
",88,237,0,0,7,38,7,10,7,10
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/docs/examples/junit4/redis
",36,0,0,0,7,0,3,0,3,0
allegro/hermes,gradle,"allegro_hermes/hermes-tracker-elasticsearch
",1284,23,6,0,284,9,89,3,86,3
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/frameworks/open-discovery-framework
",7136,995,685,25,1897,165,829,53,480,47
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/asset-catalog/asset-catalog-client
",313,511,4,0,57,70,9,15,7,15
netflix/conductor,gradle,"tflix_conductor/es7-persistence
",3185,1266,174,128,700,270,254,119,147,75
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/kafka
",245,92,6,0,32,20,9,4,6,4
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-container-test-utils
",932,332,40,16,253,101,98,34,78,26
netflix/governator,gradle,"tflix_governator/governator-core
",3326,4567,287,284,582,1021,389,412,197,318
micronaut-projects/micronaut-starter,gradle,"micronaut-projects_micronaut-starter/test-utils
",2307,63,54,0,102,1,76,5,49,5
consensys/tessera,gradle,"ys_tessera/cli/cli-api
",0,471,1,29,0,124,1,40,0,26
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/it-infrastructure/it-infrastructure-api
",5691,148,592,0,1443,28,728,9,432,9
jpos/jpos,gradle,"jpos_jpos/jpos
",59242,81667,5227,4616,12267,14872,5583,4829,2224,3204
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/adapters/open-connectors/data-store-connectors/file-connectors/basic-file-connector
",384,116,20,0,103,12,31,3,21,3
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-conjure
",260,427,9,45,73,133,28,47,20,28
netflix/governator,gradle,"tflix_governator/governator-test-junit
",143,132,8,6,38,30,15,13,11,10
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/solr
",691,62,74,0,111,16,69,5,32,5
consensys/tessera,gradle,"ys_tessera/tessera-jaxrs/openapi/common
",0,48,0,2,0,15,0,11,0,10
webauthn4j/webauthn4j,gradle,"webauthn4j_webauthn4j/webauthn4j-util
",572,608,39,47,120,154,62,72,37,53
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-impl-shared
",20029,20409,1262,935,4609,4915,1978,1821,1266,1428
consensys/tessera,gradle,"ys_tessera/tessera-jaxrs/sync-jaxrs
",0,2470,2,64,0,674,2,193,0,162
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/spock
",190,877,24,28,6,54,25,32,3,28
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/subject-area/subject-area-api
",11246,2051,539,19,2501,264,1151,63,881,54
googlecontainertools/jib,gradle,"googlecontainertools_jib/jib-plugins-common
",904,4031,61,297,218,921,90,320,43,184
webauthn4j/webauthn4j,gradle,"webauthn4j_webauthn4j/webauthn4j-device-check
",109,1203,37,49,15,287,40,97,3,91
netflix/ribbon,gradle,"tflix_ribbon/ribbon
",770,3025,61,182,157,707,98,284,47,213
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/frameworks/open-connector-framework
",7352,19979,891,1477,1995,4480,1207,1857,588,1292
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/localstack
",535,44,14,2,77,11,31,3,23,3
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/core
",13795,7285,1060,418,2357,1543,1421,632,810,499
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/admin-services/admin-services-api
",10259,2572,882,14,2491,263,1240,42,799,35
netflix/conductor,gradle,"tflix_conductor/es6-persistence
",5405,1128,272,122,1140,237,383,103,228,61
allegro/hermes,gradle,"allegro_hermes/hermes-tracker
",448,27,5,3,119,9,66,4,63,2
palantir/atlasdb,gradle,"alantir_atlasdb/leader-election-impl
",2805,5751,199,321,636,1357,479,544,335,425
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/docs/examples/junit4/generic
",0,0,0,0,0,0,0,0,0,0
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/elasticsearch
",119,32,6,2,20,7,9,3,6,2
netflix/conductor,gradle,"tflix_conductor/contribs
",4159,2497,205,107,1027,601,429,183,304,150
asciidoctor/asciidoctorj,gradle,"asciidoctor_asciidoctorj/asciidoctorj-core
",32561,13873,5929,693,7458,2779,4130,1126,1069,865
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/mockserver
",39,45,0,0,6,8,4,2,4,2
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/asset-lineage/asset-lineage-client
",86,73,1,1,12,15,3,2,2,2
netflix/conductor,gradle,"tflix_conductor/azureblob-storage
",207,200,4,15,65,56,27,11,23,4
asciidoctor/asciidoctorj,gradle,"asciidoctor_asciidoctorj/asciidoctorj-distribution
",0,0,0,0,0,0,0,0,0,0
palantir/atlasdb,gradle,"alantir_atlasdb/lock-api
",3328,3403,102,150,823,863,418,347,359,280
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/toxiproxy
",181,55,6,2,36,10,17,3,14,2
consensys/tessera,gradle,"ys_tessera/tessera-jaxrs/partyinfo-model
",0,278,1,9,0,66,1,32,0,28
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/discovery-engine/discovery-engine-api
",3263,307,376,0,915,29,443,6,255,6
googlecontainertools/jib,gradle,"googlecontainertools_jib/jib-maven-plugin
",2324,2441,156,195,567,544,201,206,104,127
netflix/ribbon,gradle,"tflix_ribbon/ribbon-transport
",1081,1072,91,47,249,248,128,72,68,63
webauthn4j/webauthn4j,gradle,"webauthn4j_webauthn4j/webauthn4j-metadata
",2209,2401,267,150,451,509,330,183,179,104
json-path/jsonpath,gradle,"json-path_jsonpath/json-path-assert
",182,536,10,18,47,146,28,57,19,52
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/selenium
",495,273,52,6,124,57,50,15,21,14
micronaut-projects/micronaut-security,gradle,"micronaut-projects_micronaut-security/test-suite
",0,0,0,0,0,0,0,0,0,0
webauthn4j/webauthn4j,gradle,"webauthn4j_webauthn4j/webauthn4j-test
",3314,1536,146,43,801,386,318,113,224,111
